id,state_code,level,county,city,jurisdiction_name,rate
ca_city_siskiyou_tulelake,CA,city,SISKIYOU,TULELAKE,Tulelake,7.25
ca_city_siskiyou_weed,CA,city,SISKIYOU,WEED,Weed,7.5
ca_city_siskiyou_yreka,CA,city,SISKIYOU,YREKA,Yreka,8.75
ca_county_solano,CA,county,SOLANO,,Solano County,7.375
ca_city_solano_benicia,CA,city,SOLANO,BENICIA,Benicia,9.625
ca_city_solano_dixon,CA,city,SOLANO,DIXON,Dixon,8.375
ca_city_solano_fairfield,CA,city,SOLANO,FAIRFIELD,Fairfield,8.375
ca_city_solano_rio_vista,CA,city,SOLANO,RIO VISTA,Rio Vista,9.125
ca_city_solano_suisun_city,CA,city,SOLANO,SUISUN CITY,Suisun City,9.125
ca_city_solano_vacaville,CA,city,SOLANO,VACAVILLE,Vacaville,8.125
ca_city_solano_vallejo,CA,city,SOLANO,VALLEJO,Vallejo,9.25
ca_county_sonoma,CA,county,SONOMA,,Sonoma County,9.25
ca_city_sonoma_cloverdale,CA,city,SONOMA,CLOVERDALE,Cloverdale,10.0
ca_city_sonoma_cotati,CA,city,SONOMA,COTATI,Cotati,10.25
ca_city_sonoma_healdsburg,CA,city,SONOMA,HEALDSBURG,Healdsburg,9.75
ca_city_sonoma_petaluma,CA,city,SONOMA,PETALUMA,Petaluma,10.25
ca_city_sonoma_rohnert_park,CA,city,SONOMA,ROHNERT PARK,Rohnert Park,9.75
ca_city_sonoma_santa_rosa,CA,city,SONOMA,SANTA ROSA,Santa Rosa,10.0
ca_city_sonoma_sebastopol,CA,city,SONOMA,SEBASTOPOL,Sebastopol,10.5
ca_city_sonoma_sonoma,CA,city,SONOMA,SONOMA,Sonoma,10.25
ca_city_sonoma_windsor,CA,city,SONOMA,WINDSOR,Windsor,9.25
ca_county_stanislaus,CA,county,STANISLAUS,,Stanislaus County,7.875
ca_city_stanislaus_ceres,CA,city,STANISLAUS,CERES,Ceres,8.375
ca_city_stanislaus_hughson,CA,city,STANISLAUS,HUGHSON,Hughson,7.875
ca_city_stanislaus_modesto,CA,city,STANISLAUS,MODESTO,Modesto,8.875
ca_city_stanislaus_newman,CA,city,STANISLAUS,NEWMAN,Newman,7.875
ca_city_stanislaus_oakdale,CA,city,STANISLAUS,OAKDALE,Oakdale,8.375
ca_city_stanislaus_patterson,CA,city,STANISLAUS,PATTERSON,Patterson,7.875
ca_city_stanislaus_riverbank,CA,city,STANISLAUS,RIVERBANK,Riverbank,7.875
ca_city_stanislaus_turlock,CA,city,STANISLAUS,TURLOCK,Turlock,8.625
ca_city_stanislaus_waterford,CA,city,STANISLAUS,WATERFORD,Waterford,7.875
ca_county_sutter,CA,county,SUTTER,,Sutter County,7.25
ca_city_sutter_live_oak,CA,city,SUTTER,LIVE OAK,Live Oak,7.25
ca_city_sutter_yuba_city,CA,city,SUTTER,YUBA CITY,Yuba City,7.25
ca_county_tehama,CA,county,TEHAMA,,Tehama County,7.25
ca_city_tehama_corning,CA,city,TEHAMA,CORNING,Corning,7.75
ca_city_tehama_red_bluff,CA,city,TEHAMA,RED BLUFF,Red Bluff,7.5
ca_city_tehama_tehama,CA,city,TEHAMA,TEHAMA,Tehama,7.25
ca_county_trinity,CA,county,TRINITY,,Trinity County,7.25
ca_county_tulare,CA,county,TULARE,,Tulare County,7.75
ca_city_tulare_dinuba,CA,city,TULARE,DINUBA,Dinuba,8.5
ca_city_tulare_exeter,CA,city,TULARE,EXETER,Exeter,8.75
ca_city_tulare_farmersville,CA,city,TULARE,FARMERSVILLE,Farmersville,8.75
ca_city_tulare_lindsay,CA,city,TULARE,LINDSAY,Lindsay,8.75
ca_city_tulare_porterville,CA,city,TULARE,PORTERVILLE,Porterville,9.25
ca_city_tulare_tulare,CA,city,TULARE,TULARE,Tulare,8.25
ca_city_tulare_visalia,CA,city,TULARE,VISALIA,Visalia,8.5
ca_city_tulare_woodlake,CA,city,TULARE,WOODLAKE,Woodlake,8.75
ca_county_tuolumne,CA,county,TUOLUMNE,,Tuolumne County,7.25
ca_city_tuolumne_sonora,CA,city,TUOLUMNE,SONORA,Sonora,8.75
ca_county_ventura,CA,county,VENTURA,,Ventura County,7.25
ca_city_ventura_camarillo,CA,city,VENTURA,CAMARILLO,Camarillo,7.25
ca_city_ventura_fillmore,CA,city,VENTURA,FILLMORE,Fillmore,7.25
ca_city_ventura_moorpark,CA,city,VENTURA,MOORPARK,Moorpark,7.25
ca_city_ventura_ojai,CA,city,VENTURA,OJAI,Ojai,7.25
ca_city_ventura_oxnard,CA,city,VENTURA,OXNARD,Oxnard,9.25
ca_city_ventura_port_hueneme,CA,city,VENTURA,PORT HUENEME,Port Hueneme,8.75
ca_city_ventura_santa_paula,CA,city,VENTURA,SANTA PAULA,Santa Paula,9.25
ca_city_ventura_simi_valley,CA,city,VENTURA,SIMI VALLEY,Simi Valley,7.25
ca_city_ventura_thousand_oaks,CA,city,VENTURA,THOUSAND OAKS,Thousand Oaks,7.25
ca_city_ventura_ventura,CA,city,VENTURA,VENTURA,Ventura,7.75
ca_county_yolo,CA,county,YOLO,,Yolo County,7.25
ca_city_yolo_davis,CA,city,YOLO,DAVIS,Davis,9.25
ca_city_yolo_west_sacramento,CA,city,YOLO,WEST SACRAMENTO,West Sacramento,9.25
ca_city_yolo_winters,CA,city,YOLO,WINTERS,Winters,8.25
ca_city_yolo_woodland,CA,city,YOLO,WOODLAND,Woodland,8.0
ca_county_yuba,CA,county,YUBA,,Yuba County Unincorporated Area,8.25
ca_city_yuba_marysville,CA,city,YUBA,MARYSVILLE,Marysville,8.25
ca_city_yuba_wheatland,CA,city,YUBA,WHEATLAND,Wheatland,7.75
